Name,first,affiliation,occupation,epithet,status,age,bounty,residence,dfname,last_bounty,latest_age,main_crew
Hera,Chapter 703; Episode 633[1],Corrida Colosseum,Gladiator,,Alive,,,,,,,Corrida Colosseum
Kelly Funk,Chapter 704; Episode 633[1],Mogaro Kingdom[2],Assassin[1],,Alive,36[3],"57,000,000[3]",,Jake Jake no Mi,57000000.0,36,Mogaro Kingdom 
Bobby Funk,Chapter 704;[1] Episode 632[2],Mogaro Kingdom[3],Assassin,,Alive,33[4],"36,000,000[4]",,,36000000.0,33,Mogaro Kingdom 
Suleiman,Chapter 704;[1] Episode 632[2],Beautiful Pirates[3]; Underworld (former);Straw Hat Grand Fleet,Pirate;[3] War Criminal; Mercenary (former)[citation needed],"""Suleiman the Beheader"" (首はねスレイマン, Kubi-hane Sureiman?)[1]",Alive,40[5],"67,000,000[5]",,,67000000.0,40,Beautiful Pirates 
Abdullah,Chapter 704; Episode 633[1],Ideo Pirates[2][3]; Straw Hat Grand Fleet[4],"Pirate[3], Criminal; Bounty Hunter (former)[1]",,Alive,,,,,,,Ideo Pirates  
Jeet,Chapter 704; Episode 633[1],Ideo Pirates[2]; Straw Hat Grand Fleet[3],"Pirate[2], Criminal; Bounty Hunter (former)",,Alive,,,,,,,Ideo Pirates 
Orlumbus,Chapter 704;[1] Episode 632[2],Yonta Maria Grand Fleet;[3] Straw Hat Grand Fleet;[4] Standing Kingdom[5],Captain of the Seventh Ship of the Straw Hat Grand Fleet;[4] Pirate;  Admiral;[6] Adventurer (former),"""Massacre Ruler"" (殺戮支配者, Satsuriku Shihaisha?, Viz: ""Savage Surmounter"")[1]""Made-Up Explorer"" (偽りの冒険野郎, Itsuwari no Bōken Yarō?, Viz: ""Adventurer of Lies"")[1]""Pioneer Explorer"" (開拓冒険家, Kaitaku Bōken-ka?, Viz: ""Adventuring Pioneer"")[7]",Alive,42[8],"148,000,00098,000,000[10]",,,1.4800000098e+16,42,Yonta Maria Grand Fleet
Rebecca,Chapter 704; Episode 633[1],Dressrosa; Corrida Colosseum[1],"Lady-in-waiting,[2] Gladiator (former), Princess Of Dressrosa (former)","""The Undefeated Woman"" (無敗の女, Muhai no Onna?)[3]""The Phantom Princess"" (幻の王女, Maboroshi no Ōjo?)[4]",Alive,16[5],,Dressrosa,,,16,Dressrosa
Dagama,Chapter 704;[1] Episode 632[2],Prodence Kingdom,Tactician,,Alive,,,,,,,Prodence Kingdom
Elizabello II,Chapter 704;[1] Episode 632[2],Prodence Kingdom[1],King[1],"""The Fighting King"" (戦う王, Tatakau Ō?)[1]",Alive,57[3],,,,,57,Prodence Kingdom 
Cavendish,Chapter 704;[1] Episode 632[2],Beautiful Pirates;[3] Straw Hat Grand Fleet;[4] Bourgeois Kingdom[5],Captain of the First Ship of the Straw Hat Grand Fleet;[4] Captain; Prince of the Bourgeois Kingdom (former)[6][5],"""Cavendish of the White Horse"" (白馬のキャベンディッシュ, Hakuba no Kyabendisshu?, Viz: ""White Knight Cavendish"");[3]""Pirate Prince"" (海賊貴公子, Kaizoku Kikōshi?, Viz: ""Pirate Noble""; FUNimation: ""Pirate Nobleman"")[1]",Alive,26[11],"330,000,000[8] 280,000,000[9]",Bourgeois Kingdom (former),,330000000.0,26,Beautiful Pirates
Chinjao,Chapter 704;[1] Episode 632[2],Chinjao Family; Happo Navy; Straw Hat Grand Fleet,12th Leader of the Happo Navy; Pirate (former)[3],"Don Chinjao (首領・チンジャオ, Don Chinjao?);""Chinjao the Drill"" (錐のチンジャオ, Kiri no Chinjao?)[5]",Alive,78[4],"542,000,000[4]",Kano Country,,542000000.0,78,Chinjao Family
Sai,Chapter 704;[1] Episode 632[2],Happo Navy; Chinjao Family; Straw Hat Grand Fleet[3],Captain of the Third Ship of the Straw Hat Grand Fleet;[3] Pirate; 13th Leader of the Happo Navy; Martial Artist (Viz: Fighter)[4],"Don Sai (首領・サイ, Don Sai?)[6]",Alive,28[7],"210,000,000[5]",Kano Country,,210000000.0,28,Happo Navy
Boo,Chapter 704[1]; Episode 632[2],Happo Navy; Chinjao Family; Straw Hat Grand Fleet,First Mate of the Happo Navy;[3] Martial Artist (Viz: Fighter)[4],,Alive,Under 28[5],,Kano Country,,,28,Happo Navy
Bartolomeo,Chapter 705;[1] Episode 633[2],Barto Club; his own Mafia Family (former);[3] Straw Hat Grand Fleet[4],Captain of the Second Ship of the Straw Hat Grand Fleet;[4] Pirate Captain; Mafia Leader (former)[3],"""Bartolomeo the Cannibal"" (人食いのバルトロメオ, Hitokui no Barutoromeo?, Viz: ""Man-Eater Bartolomeo"")[6]",Alive,24[5][7],"200,000,000[9]150,000,000[10]",,Bari Bari no Mi,200000000.0,24,Barto Club
Gambia,Chapter 705; Episode 634[1],Barto Club; Straw Hat Grand Fleet,Staff Officer[citation needed],"""The Missionary"" (宣教師, Senkyōshi?)[1]",Alive,,"67,000,000[1]",,,67000000.0,,Barto Club
Maynard,Chapter 705; Episode 634[1],Marines,Vice Admiral,"""Maynard the Pursuer"" (追撃のメイナード, Tsuigeki no Meinādo?)[2]",Alive,,,,,,,Marines
Guernica,Chapter 705; Episode 635[1],CP0[1],Cipher Pol Agent[1],,Unknown,,,,,,,CP0 
Gismonda,Chapter 705; Episode 635[1],CP0[1],Cipher Pol Agent[1],,Alive,,,,,,,CP0 
Joseph,Chapter 705; Episode 635[1],CP0[1],Cipher Pol Agent[1],,Alive,,,,,,,CP0 
Hajrudin,Chapter 706; Episode 639[1],"New Giant Warrior Pirates, Buggy's Delivery (resigned);[2] Straw Hat Grand Fleet[3]",Captain of the Sixth Ship of the Straw Hat Grand Fleet;[3] Pirate; Captain; Mercenary (former),,Alive,81[4],,Elbaf,,,81,"New Giant Warrior Pirates, Buggy's Delivery  "
Tank Lepanto,Chapter 706; Episode 636[1],Riku Family,Army Commander (Viz: Military Captain)[2],,Alive,,,,,,,Riku Family
Riku Doldo III,Chapter 706; Episode 636[1],Riku Family[2],King; Corrida Colosseum Gladiator (former)[3],"""King of Miracles"" (奇跡の王, Kiseki no Ō?)[5]",Alive,60[4],,Dressrosa,,,60,Riku Family 
Rolling Logan,Chapter 706; Episode 652[1],Majiatsuka Kingdom[2],Army Commander[1] (Viz: Military Captain),,Alive,,,,,,,Majiatsuka Kingdom 
Ucy,Chapter 706; Episode 639[1],Corrida Colosseum,Gladiator[1],"""Brutal Bull"" (非情なる牛, Burūtaru Buru?)[2]",Alive,,,,,,,Corrida Colosseum
Meadows,Chapter 706; Episode 659[1],Corrida Colosseum,Gladiator,,Alive,,,,,,,Corrida Colosseum
Acilia,Chapter 706; Episode 654[1],Corrida Colosseum[1],Gladiator[1],,Alive,,,,,,,Corrida Colosseum 
Blue Gilly,Chapter 706; Episode 636[2],Ideo Pirates[3][4]; Straw Hat Grand Fleet,"Martial Artist, Pirate[4]",,Alive,24[6],,,,,24,Ideo Pirates  
Jean Ango,Chapter 706; Episode 639[1],,Bounty Hunter; Sniper,"""Jean the Bandit"" (追剥のジャン, Oihagi no Jan?)[2]",Alive,,,,,,,
Ideo,Chapter 706;[1] Episode 633[2],Ideo Pirates;[3][4] Straw Hat Grand Fleet[5],"Captain of the Fourth Ship of the Straw Hat Grand Fleet;[5] Pirate, Captain;[4] Boxer[6]","""Destruction Cannon"" (破壊砲, Hakai Hō?)[6]",Alive,22[7],,,,,22,Ideo Pirates
Mummy,Chapter 706; Episode 652[1],,Sorcerer[1],,Alive,,,,,,,
Damask,Chapter 706; Episode 652[1],,Pyromaniac (Viz: Arsonist),,Alive,,,,,,,
Hack,Chapter 706;[1] Episode 633[2],Revolutionary Army[3][4],Fish-Man Karate Instructor[5]Fish-Man Jujutsu Martial Artist[5],"""Hundredth Dan Hack"" (百段ハック, Hyakudan Hakku?)(Viz: Hundredth-Degree Hack)[6]",Alive,38[7],,,,,38,Revolutionary Army  
Aremo Ganmi,Chapter 707; Episode 636[2],Corrida Colosseum,,,Alive,,,,,,,Corrida Colosseum
Mukkashimi Tower,Chapter 707; Episode 637[1],,,,Alive,56[2],,,,,56,
Leo,Chapter 710; Episode 640[1],Tontatta Kingdom;[2] Tontatta Pirates; Straw Hat Grand Fleet[3],Captain of the Fifth Ship of the Straw Hat Grand Fleet; Captain of the Tontatta Pirates;[4] Pirate[5],"""Warrior"" (戦士, Senshi?)[1][6]",Alive,25[7],,,Nui Nui no Mi,,25,Tontatta Kingdom
Kabu,Chapter 710; Episode 640[1],Tontatta Kingdom;[2] Tontatta Pirates;[3] Straw Hat Grand Fleet[4],Leader of Yellow Kabu Squad;[5] Pirate[6],,Alive,,,,"Mushi Mushi no Mi, Model: Kabutomushi",,,Tontatta Kingdom
Gancho,Chapter 711; Episode 641[1],Tontatta Kingdom[1],King[1],,Alive,,,,,,,Tontatta Kingdom 
Bomba,Chapter 711; Episode 641[1],Tontatta Kingdom[1]; Tontatta Pirates;[2] Straw Hat Grand Fleet[3],"Vice Chief (副長, Fukuchō?);[4] Pirate[5]",,Alive,,,,,,,Tontatta Kingdom 
Rampo,Chapter 711; Episode 641[1],Tontatta Kingdom[1]; Tontatta Pirates; Straw Hat Grand Fleet,"Vice-chief (副長, Fukuchō?)[2]; Pirate[3]",,Alive,,,,,,,Tontatta Kingdom 
Flapper,Chapter 711; Episode 641[1],Tontatta Kingdom;[1] Tonta Corps; Straw Hat Grand Fleet,Pirate[2],,Alive,,,,,,,Tontatta Kingdom
Nubon,Chapter 711; Episode 641[1],Tontatta Kingdom[1]; Tonta Corps; Straw Hat Grand Fleet,Pirate[2],,Alive,,,,,,,Tontatta Kingdom 
Pellini,Chapter 711; Episode 641[1],Tontatta Kingdom[1]Tontatta Pirates[1]Straw Hat Grand Fleet,Pirate[2],,Alive,,,,,,,Tontatta Kingdom Tontatta Pirates Straw Hat Grand Fleet
Eikon,Chapter 711; Episode 641[1],Tontatta Tribe; Tonta Corps[1] Straw Hat Grand Fleet,,,Alive,,,Green Bit,,,,Tontatta Tribe
Bobomba,Chapter 711; Episode 641[1],Tontatta Kingdom[1]; Tonta Corps; Straw Hat Grand Fleet,Pirate[2],,Alive,,,,,,,Tontatta Kingdom 
Ucy,Chapter 706; Episode 639[1],Corrida Colosseum,Gladiator[1],"""Brutal Bull"" (非情なる牛, Burūtaru Buru?)[2]",Alive,,,,,,,Corrida Colosseum
Esta,Chapter 717; Episode 647[1],,,,Alive,,,,,,,
Milo,Chapter 717; Episode 647[1],,,,Alive,,,,,,,
Bian,Chapter 717; Episode 647[1],Tontatta Kingdom;[1] Tontatta Pirates; Straw Hat Grand Fleet[2],Leader of Pink Bee Squad;[3] Pirate[4],,Alive,,,,"Mushi Mushi no Mi, Model: Suzumebachi",,,Tontatta Kingdom
Grabar,Chapter 717; Episode 647[1],Tontatta Kingdom[1],,,Alive,,,,,,,Tontatta Kingdom 
Mansherry,Chapter 717; Episode 647[1],Tontatta Kingdom,Princess,,Alive,25[2],,,Chiyu Chiyu no Mi,,25,Tontatta Kingdom
Inhel,Chapter 718; Episode 648[1],Tontatta Kingdom Scouting Unit[2]; Tontatta Pirates; Straw Hat Grand Fleet,Scout[2]; Pirate[3],,Alive,,,,,,,Tontatta Kingdom Scouting Unit 
Cotton,Chapter 718; Episode 648[1],Tontatta Kingdom Scouting Unit[2]; Tontatta Pirates; Straw Hat Grand Fleet; Straw Hat Pirates,Scout;[2] Pirate[3],,Alive,,,,,,,Tontatta Kingdom Scouting Unit 
Baxcon,Chapter 718; Episode 648[1],Tontatta Kingdom Scouting Unit[2]; Tontatta Pirates; Straw Hat Grand Fleet,Scout[2]; Pirate[3],,Alive,,,,,,,Tontatta Kingdom Scouting Unit 
Scarlett,Chapter 721;[1] Episode 650[2],Riku Family,Princess (former)[3],,Deceased,,,,,,,Riku Family
Farul,Chapter 722;[1] Episode 634[2],Beautiful Pirates[1]Straw Hat Grand Fleet,Cavendish's steed,,Alive,,,,,,,Beautiful Pirates Straw Hat Grand Fleet
Queen Mama Chanter,Chapter 730; Episode 662[1],,,,,,,,,,,
Daikon,Chapter 732; Episode 664[1],Tontatta Kingdom[1]Scouting Unit[2]Straw Hat Grand Fleet,Scout[2]; Pirate[3],,Alive,,,,,,,Tontatta Kingdom Scouting Unit Straw Hat Grand Fleet
Agyo,Chapter 706; Episode 652[1],Corrida Colosseum[1],,,Alive,,,,,,,Corrida Colosseum 
Ibusu,Chapter 738; Episode 671[1],Doerena Kingdom; Donquixote Pirates,Pirate; Captain,,Alive,,,,,,,Doerena Kingdom
Chao,Chapter 738; Episode 671[1],Tontatta Kingdom[1]; SMILE Factory (former)[2]Straw Hat Grand Fleet,Factory worker (former)[1]; Pirate[3],,Alive,,,,,,,Tontatta Kingdom 
Chicory,Chapter 738[1],Tontatta Tribe; Tonta Corps[1][2]Straw Hat Grand Fleet,,,Alive,,,Green Bit,,,,Tontatta Tribe
Kyuin,Chapter 755; Episode 692[1],Donquixote Pirates (former),Pirate; SMILE Factory Manager (former),,Alive,20[1],,,,,20,Donquixote Pirates  
Maujii,Chapter 755; Episode 692[1],Tontatta Kingdom[1]; Tonta Corps; Straw Hat Grand Fleet,Aide to Princess Mansherry;[1] Pirate[2],,Alive,,,,,,,Tontatta Kingdom 
Hack,Chapter 706;[1] Episode 633[2],Revolutionary Army[3][4],Fish-Man Karate Instructor[5]Fish-Man Jujutsu Martial Artist[5],"""Hundredth Dan Hack"" (百段ハック, Hyakudan Hakku?)(Viz: Hundredth-Degree Hack)[6]",Alive,38[7],,,,,38,Revolutionary Army  
Donquixote Homing,Chapter 760; Episode 699[1],World Government (Former)[2],World Noble (Former)[2],,Deceased,,,Mary Geoise (Former)[2],,,,World Government   
Trafalgar Lami,Chapter 762; Episode 701[1],,,,Deceased,,,Flevance,,,,
Wellington,Chapter 763; Episode 702[1],,Pirate[1],,Unknown,,"10,000,000[1]",,,10000000.0,,
Diez Barrels,Chapter 765[1] Episode 704,Barrels Pirates;[1] Marines (former)[1],Pirate; Captain;[2] Marine Officer (former)[1],,Deceased,,,Minion Island,,,,Barrels Pirates
Russian,Chapter 775; Episode 715[1],,,,Deceased,,,,,,,
Gimlet,Chapter 775;[1] Episode 715,,,,Deceased,,,,,,,
Shin Detamaruka,Chapter 785; Episode 727[1],,Dancer (former)[2],,Alive,,,,,,,
Shin Jaiya,Chapter 785; Episode 727[1],,,,Alive,,,,,,,
Tegata Ringana,Chapter 785; Episode 727[1],,Doctor[1],,Alive,,,,,,,
Sheepshead,Chapter 795; Episode 739[1],Beasts Pirates[1],"Shinuchi of the Gifters (ギフターズ真打ち, Gifutāzu Shin'uchi?)[2]",,Unknown,24[3],,,,,24,Beasts Pirates 
Ginrummy,Chapter 795; Episode 739[1],Beasts Pirates[1],Shinuchi[2],,Unknown,,,,,,,Beasts Pirates 
Tristan,Chapter 795; Episode 739[1],Mokomo Dukedom; Ninja-Pirate-Mink-Samurai Alliance,Nurse,,Alive,,,Zou,,,,Mokomo Dukedom
Jack,Chapter 801; Episode 746[1],Beasts Pirates[2],All-Star;[3] Captain of the Mammoth;[2] De Facto Ruler of Kuri (former)[4],"""Jack the Drought"" (旱害のジャック, Kangai no Jakku?)[2]",Alive,28[5],"1,000,000,000[7]",Wano Country[4],"Zou Zou no Mi, Model: Mammoth",1000000000.0,28,Beasts Pirates 
Edward Weevil,Chapter 802; Episode 751[1],Seven Warlords of the Sea[2] (former)[3],Pirate,,Alive,35[5],"480,000,000[2]",,,480000000.0,35,Seven Warlords of the Sea    
Aramaki,Chapter 905; Episode 882[1],Marines[2],Admiral[2],,Alive,,"(3,000,000,000)[3]",,Mori Mori no Mi,3000000000.0,,Marines 
Morley,Chapter 904; Episode 880[1],Revolutionary Army (West Army)[2],West Army Commander of the Revolutionary Army;[2] Pirate (former); Prisoner of Impel Down (former)[3],"""Morley of Fur"" (毛皮のモーリー, Kegawa no Mōrī?)[4]",Alive,160[3],"293,000,000[4]",Baltigo (former); Momoiro Island,Oshi Oshi no Mi,293000000.0,160,Revolutionary Army   
Buckingham Stussy,Chapter 802; Episode 752[1],Rocks Pirates (former);[2] MADS (former)[3],"Pirate (former)[4]; Scientist (former, self proclaimed)",,Alive,76[5],,,,,76,Rocks Pirates  
Zunesha,Chapter 802; Episode 751[1],,,,Alive,Over 1000[3],,New World,,,1000,
Bariete,Chapter 804; Episode 753[1],Mokomo Dukedom (Recon Squad); Ninja-Pirate-Mink-Samurai Alliance,Recon Squad[2]; Guard[3],,Alive,,,Zou,,,,Mokomo Dukedom  
Ryunosuke,Chapter 803; Episode 752[1],,,,Deceased,,,,,,,
Carrot,Chapter 804; Episode 753[1],"Mokomo Dukedom, Inuarashi Musketeer Squad;[2] Ninja-Pirate-Mink-Samurai Alliance (disbanded)",Musketeer;[2] Kingsbird (former)[3],,Alive,15[4],,Zou,,,15,"Mokomo Dukedom, Inuarashi Musketeer Squad"
Wanda,Chapter 804; Episode 753[1],Mokomo Dukedom; Inuarashi Musketeer Squad[2]; Ninja-Pirate-Mink-Samurai Alliance(disbanded),Musketeer;[2] Kingsbird(former)[3],,Alive,28[4],,Zou,,,28,Mokomo Dukedom
Wany,Chapter 804; Episode 753[1],Wanda[1],,,Alive,,,,,,,Wanda 
Roddy,Chapter 805; Episode 754[1],Mokomo Dukedom; Guardians[2]; Ninja-Pirate-Mink-Samurai Alliance,Guardian[2],,Alive,,,Zou (Whale Forest)[2],,,,Mokomo Dukedom
Blackback,Chapter 805; Episode 754[1],Mokomo Dukedom; Guardians;[2],Guardian[2],,Alive,,,Zou (Whale Forest)[2],,,,Mokomo Dukedom
Pedro,Chapter 805; Episode 754[1],Mokomo Dukedom; Guardians;[2]; Ninja-Pirate-Mink-Samurai Alliance; Nox Expedition Party\Pirates (former)[3],Captain of the Guardians;[4] Pirate (Former);[5] Captain (former)[6],"""Pedro of the Treetops"" (木の上のペドロ, Ki no Ue no Pedoro?, Viz: ""Treetop Pedro"")[4]",Deceased,,"382,000,000[8]",Zou (Whale Forest)[4],,382000000.0,,Mokomo Dukedom
Inuarashi,Chapter 808;[1] Episode 756[2],Mokomo Dukedom; Musketeers; Kozuki Family;[3] Inuarashi Musketeer Squad; Ninja-Pirate-Mink-Samurai Alliance (disbanded); Nine Red Scabbards;[4] Roger Pirates (former); Whitebeard Pirates[5] (former),Ruler of the Mokomo Dukedom (former);[6] Commander of the Musketeers; Retainer;[7] Samurai;[4] Pirate Apprentice (former),"""Duke Inuarashi"" (イヌアラシ公爵, Inuarashi Kōshaku?, English versions: ""Duke Dogstorm"")[9]""Ruler of Day"" (昼の王, Hiru no Ō?, Simulcast subs: ""King of Day"")[10]",Alive,40[8],,Zou (former) (Kurau City)Wano Country,,,40,Mokomo Dukedom
Yomo,Chapter 806; Episode 755[1],Mokomo Dukedom; Inuarashi Musketeer Squad[2]; Ninja-Pirate-Mink-Samurai Alliance,Musketeer[2],"""Pastor Yomo"" (ヨモ牧師, Yomo Bokushi?)[3]",Alive,,,,,,,Mokomo Dukedom
Miyagi,Chapter 807; Episode 756[1],Mokomo Dukedom,Doctor[1],,Alive,,,Zou (Kurau City),,,,Mokomo Dukedom
Milky,Chapter 807; Episode 757 (image)[1]Chapter 814; Episode 765[2],Mokomo Dukedom; Guardians[2]; Ninja-Pirate-Mink-Samurai Alliance,Guardian[2],,Alive,,,Zou (Whale Forest)[2],,,,Mokomo Dukedom
Shishilian,Chapter 808; Episode 758[1],Mokomo Dukedom; Inuarashi Musketeer Squad[2]; Ninja-Pirate-Mink-Samurai Alliance,Captain of the Musketeers[2],"""Full Power Shishilian"" (全力のシシリアン, Zenryoku no Shishirian?)[2]",Alive,34[3],,"Kurau City, Zou",,,34,Mokomo Dukedom
Monjii,Chapter 807; Episode 756[1],Mokomo Dukedom,,,Alive,,,Zou (Kurau City),,,,Mokomo Dukedom
Nekomamushi,Chapter 809;[1] Episode 756[2],Mokomo Dukedom; Guardians;[1] Kozuki Family;[3] Ninja-Pirate-Mink-Samurai Alliance (disbanded); Nine Red Scabbards;[4] Roger Pirates (former); Whitebeard Pirates[5] (former),Ruler of Mokomo Dukedom (former);[6] Guardian of the Whale Forest (former);[7] Retainer;[8] Samurai;[4] Pirate Apprentice (former),"""Master Nekomamushi"" (ネコマムシの旦那, Nekomamushi no Dan'na?, Viz: ""Cat Viper"" Funimation: ""Master Cat Viper"")[6]""Ruler of Night"" (夜の王, Yoru no Ō?, Simulcast subs: ""King of Night"")[6]",Alive,40[9],,Zou (Whale Forest) (Former)[7]Wano Country,,,40,Mokomo Dukedom
Giovanni,Chapter 809; Episode 758[1],Mokomo Dukedom; Inuarashi Musketeer Squad[1],Three Inuarashi Musketeers[1],,Alive,30[2],,"Kurau City, Zou",,,30,Mokomo Dukedom
Concelot,Chapter 809; Episode 758[1],Mokomo Dukedom; Inuarashi Musketeer Squad[1] Ninja-Pirate-Mink-Samurai Alliance (disbanded),Three Inuarashi Musketeers[1],,Alive,29[2],,"Kurau City, Zou",,,29,Mokomo Dukedom
Keith,Chapter 809; Episode 759[1],Guardians[1],,,Alive,,,Mokomo Dukedom (Whale Forest)[1],,,,Guardians 
Ikkaku,Chapter 810; Episode 757[1],Heart Pirates[2],Pirate[2],,Unknown,,,,,,,Heart Pirates 
Uni,Chapter 810; Episode 757[1],Heart Pirates[2],Pirate[2],,Unknown,,,,,,,Heart Pirates 
Clione,Chapter 810; Episode 757[1],Heart Pirates[2],Pirate[2],,Unknown,,,,,,,Heart Pirates 
Hakugan,Chapter 810[1]; Episode 757[2],Heart Pirates[1],Helmsman,,Unknown,,,,,,,Heart Pirates 
Vito,Chapter 812; Episode 763[1],Fire Tank Pirates[2],"Pirate, Advisor;[2] Mafia gangster (former)","""Monster Gun"" (怪銃, Kaijū?, Viz: ""Phantom Gun"")[2]",Alive,36[3],"95,000,000[3]",,,95000000.0,36,Fire Tank Pirates 
Raizo,Chapter 817; Episode 768[1],Kozuki Family;[2] Nine Red Scabbards;[3] Ninja-Pirate-Mink-Samurai Alliance,Ninja;[4] Retainer of the Kozuki Family;[2] Samurai;[5] Member of the Kozuki Family Oniwabanshu (Former); Bandit (Former)[6],"""Raizo of the Mist"" (霧の雷ぞう, Kiri no Raizō?)[1]",Alive,35[9] (born 55 years ago),,Wano Country [4],Maki Maki no Mi,,35,Kozuki Family
Gild Tesoro,Chapter 817 cover;[1]Episode 750[2]; Movie 13[3],Gran Tesoro,Proprietor (former)Pirate (former)Slave (former),"""Golden Emperor"" (黄金帝, Ōgon Tei?)[5]; ""Monster of the New World"" (新世界の怪物, Shin Sekai no Kaibutsu?)[6]",Alive,41[4],,,Goru Goru no Mi[9],,41,Gran Tesoro
Shanba,"Chapter 524, Episode 419[2]",Torino Kingdom,,,Alive,,,,,,,Torino Kingdom
Sarie Nantokanette,Chapter 823; Episode 777[1],Goa Kingdom,Queen,,Alive,,,Goa Kingdom,,,,Goa Kingdom
Ham Burger,Chapter 823; Episode 777[1],,King of the Ballywood Kingdom[2],,Alive,,,Ballywood Kingdom[2],,,,
Beer VI,Chapter 823; Episode 777[1],,King of the Roshwan Kingdom[2],,Alive,,,Roshwan Kingdom[2],,,,
Charlotte Chiffon,Chapter 825; Episode 783[1],Fire Tank Pirates; Charlotte Family (defected)[2],Cook; Minister of Puff[3] (former),,Alive,26[6],,Funwari Island (former)[3],,,26,Fire Tank Pirates
Gotti,Chapter 825; Episode 783[1],Fire Tank Pirates[2],"Pirate, Assassin,[2] Combatant[3]",,Alive,33[3],"90,000,000[3]",,,90000000.0,33,Fire Tank Pirates 
Vinsmoke Yonji,Chapter 825; Episode 783[1],Vinsmoke Family; Germa Kingdom; Germa 66[2],Prince; Mercenary[2],"""Winch Green"" (ウインチグリーン, Uinchi Gurīn?)[2]",Alive,21[4][5],,,,,21,Vinsmoke Family
Vinsmoke Reiju,Chapter 826; Episode 784[1],Vinsmoke Family; Germa Kingdom; Germa 66[1],Princess; Mercenary,"""Poison Pink"" (ポイズンピンク, Poizun Pinku?)[1]",Alive,24[3],,,,,24,Vinsmoke Family
Charlotte Amande,Chapter 827; Episode 786[1],Charlotte Family;[2] Big Mom Pirates[1],Pirate Officer;[3] Minister of Nuts[4],"""Demon Lady"" (鬼夫人, Kifujin?, Viz: ""Mad Moiselle"")[5]",Alive,47[6],Unknown[5],Nuts Island[4],,,47,Charlotte Family
Randolph,Chapter 827; Episode 786[1],Big Mom Pirates[1],Pirate[1],"""Crane Rider"" (鶴騎士, Kurein Raidā?)[2]",Alive,,,,,,,Big Mom Pirates 
Diesel,Chapter 827; Episode 786[1],Big Mom Pirates[1],Pirate[1],,Alive,,,Totto Land,,,,Big Mom Pirates 
Prometheus,Chapter 827; Episode 786[1],Big Mom Pirates[2],,"""Prometheus the Sun"" (太陽のプロメテウス, Taiyō no Purometeusu?)[3]",Unknown,,,Whole Cake Island,,,,Big Mom Pirates 
Zeus,Chapter 827; Episode 786[1],Big Mom Pirates (defected);[2] Straw Hat Pirates[3],"Partner (相棒, Aibō?, Viz: ""Sidekick"");[4] Living Weapon; Servant (former)","""Zeus the Thundercloud"" (雷雲のゼウス, Raiun no Zeusu?)[5]",Alive,,,Sorcery Clima-Tact;[3] Totto Land (former)[1],,,,Big Mom Pirates  
Rabiyan,Chapter 827; Episode 786[1],Big Mom Pirates; Cacao Island[1],,,Alive,,,,,,,Big Mom Pirates
Choco Police,Chapter 827; Episode 786[1],Cacao Island[1],Police Officer[1],,Unknown,,,"Chocolat Town, Cacao Island, Totto Land",,,,Cacao Island 
